country,sex,age,country-year,year,population, gdp_for_year ($) ,gdp_per_capita ($),suicides_no,suicides/100k pop
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda1992,1992,6534,499281148,8087,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda1992,1992,7311,499281148,8087,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda1992,1992,3648,499281148,8087,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda1992,1992,1339,499281148,8087,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda1992,1992,6221,499281148,8087,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda1992,1992,6409,499281148,8087,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda1992,1992,6497,499281148,8087,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda1992,1992,7059,499281148,8087,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda1992,1992,2851,499281148,8087,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda1992,1992,853,499281148,8087,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda1993,1993,6668,535172778,8453,1,15
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda1993,1993,6182,535172778,8453,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda1993,1993,6914,535172778,8453,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda1993,1993,6917,535172778,8453,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda1993,1993,7529,535172778,8453,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda1993,1993,3662,535172778,8453,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda1993,1993,1386,535172778,8453,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda1993,1993,6069,535172778,8453,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda1993,1993,6915,535172778,8453,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda1993,1993,7298,535172778,8453,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda1993,1993,2879,535172778,8453,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda1993,1993,896,535172778,8453,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda1994,1994,6083,589429593,9062,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda1994,1994,7151,589429593,9062,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda1994,1994,7357,589429593,9062,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda1994,1994,7722,589429593,9062,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda1994,1994,3715,589429593,9062,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda1994,1994,1437,589429593,9062,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda1994,1994,5976,589429593,9062,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda1994,1994,6886,589429593,9062,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda1994,1994,7359,589429593,9062,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda1994,1994,7494,589429593,9062,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda1994,1994,2935,589429593,9062,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda1994,1994,929,589429593,9062,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda1995,1995,6099,577280741,8636,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda1995,1995,7333,577280741,8636,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda1995,1995,7851,577280741,8636,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda1995,1995,7885,577280741,8636,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda1995,1995,3808,577280741,8636,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda1995,1995,1488,577280741,8636,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda1995,1995,5953,577280741,8636,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda1995,1995,7023,577280741,8636,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda1995,1995,7809,577280741,8636,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda1995,1995,7632,577280741,8636,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda1995,1995,3021,577280741,8636,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda1995,1995,944,577280741,8636,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda1998,1998,6529,727860593,10078,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda1998,1998,8332,727860593,10078,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda1998,1998,9615,727860593,10078,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda1998,1998,8183,727860593,10078,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda1998,1998,3921,727860593,10078,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda1998,1998,1476,727860593,10078,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda1998,1998,5916,727860593,10078,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda1998,1998,7294,727860593,10078,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda1998,1998,9086,727860593,10078,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda1998,1998,7706,727860593,10078,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda1998,1998,3213,727860593,10078,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda1998,1998,954,727860593,10078,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda1999,1999,6589,766198926,10378,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda1999,1999,8526,766198926,10378,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda1999,1999,10311,766198926,10378,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda1999,1999,8314,766198926,10378,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda1999,1999,3968,766198926,10378,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda1999,1999,1451,766198926,10378,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda1999,1999,5845,766198926,10378,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda1999,1999,7263,766198926,10378,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda1999,1999,9537,766198926,10378,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda1999,1999,7805,766198926,10378,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda1999,1999,3276,766198926,10378,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda1999,1999,947,766198926,10378,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda2000,2000,3333,830158778,11021,1,30
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda2000,2000,10033,830158778,11021,1,9.97
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda2000,2000,6616,830158778,11021,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda2000,2000,8595,830158778,11021,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda2000,2000,11040,830158778,11021,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda2000,2000,8439,830158778,11021,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda2000,2000,3986,830158778,11021,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda2000,2000,1413,830158778,11021,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda2000,2000,5783,830158778,11021,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda2000,2000,7177,830158778,11021,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda2000,2000,7973,830158778,11021,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda2000,2000,938,830158778,11021,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda2001,2001,10281,800740259,10468,2,19.45
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda2001,2001,6902,800740259,10468,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda2001,2001,8425,800740259,10468,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda2001,2001,11402,800740259,10468,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda2001,2001,8428,800740259,10468,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda2001,2001,4037,800740259,10468,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda2001,2001,1487,800740259,10468,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda2001,2001,6084,800740259,10468,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda2001,2001,7071,800740259,10468,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda2001,2001,7958,800740259,10468,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda2001,2001,3442,800740259,10468,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda2001,2001,980,800740259,10468,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda2002,2002,7196,814615333,10499,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda2002,2002,8155,814615333,10499,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda2002,2002,11760,814615333,10499,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda2002,2002,8408,814615333,10499,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda2002,2002,4050,814615333,10499,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda2002,2002,1547,814615333,10499,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda2002,2002,6416,814615333,10499,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda2002,2002,6921,814615333,10499,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda2002,2002,10604,814615333,10499,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda2002,2002,7980,814615333,10499,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda2002,2002,3527,814615333,10499,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda2002,2002,1024,814615333,10499,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda2003,2003,3594,855643111,10878,1,27.82
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda2003,2003,7454,855643111,10878,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda2003,2003,7831,855643111,10878,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda2003,2003,12129,855643111,10878,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda2003,2003,8423,855643111,10878,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda2003,2003,4054,855643111,10878,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda2003,2003,1583,855643111,10878,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda2003,2003,6730,855643111,10878,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda2003,2003,6734,855643111,10878,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda2003,2003,10997,855643111,10878,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda2003,2003,8061,855643111,10878,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda2003,2003,1068,855643111,10878,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda2004,2004,3665,919577148,11535,1,27.29
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda2004,2004,11406,919577148,11535,1,8.77
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda2004,2004,7648,919577148,11535,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda2004,2004,7531,919577148,11535,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda2004,2004,12492,919577148,11535,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda2004,2004,8488,919577148,11535,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda2004,2004,4088,919577148,11535,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda2004,2004,1590,919577148,11535,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda2004,2004,6968,919577148,11535,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda2004,2004,6556,919577148,11535,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda2004,2004,8196,919577148,11535,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda2004,2004,1094,919577148,11535,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda2005,2005,7780,1022191296,12649,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda2005,2005,7327,1022191296,12649,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda2005,2005,12835,1022191296,12649,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda2005,2005,8584,1022191296,12649,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda2005,2005,4157,1022191296,12649,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda2005,2005,1575,1022191296,12649,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda2005,2005,7113,1022191296,12649,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda2005,2005,6444,1022191296,12649,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda2005,2005,11778,1022191296,12649,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda2005,2005,8358,1022191296,12649,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda2005,2005,3748,1022191296,12649,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda2005,2005,1110,1022191296,12649,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda2006,2006,7902,1157005444,14114,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda2006,2006,7098,1157005444,14114,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda2006,2006,13374,1157005444,14114,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda2006,2006,8571,1157005444,14114,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda2006,2006,4256,1157005444,14114,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda2006,2006,1573,1157005444,14114,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda2006,2006,7239,1157005444,14114,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda2006,2006,6319,1157005444,14114,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda2006,2006,12202,1157005444,14114,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda2006,2006,8485,1157005444,14114,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda2006,2006,3847,1157005444,14114,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda2006,2006,1107,1157005444,14114,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda2007,2007,12530,1311401333,15775,1,7.98
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda2007,2007,8013,1311401333,15775,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda2007,2007,6962,1311401333,15775,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda2007,2007,13860,1311401333,15775,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda2007,2007,8555,1311401333,15775,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda2007,2007,4400,1311401333,15775,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda2007,2007,1568,1311401333,15775,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda2007,2007,7330,1311401333,15775,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda2007,2007,6267,1311401333,15775,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda2007,2007,8564,1311401333,15775,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda2007,2007,3988,1311401333,15775,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda2007,2007,1094,1311401333,15775,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda2008,2008,8108,1368431037,16238,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda2008,2008,6910,1368431037,16238,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda2008,2008,14278,1368431037,16238,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda2008,2008,8537,1368431037,16238,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda2008,2008,4587,1368431037,16238,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda2008,2008,1567,1368431037,16238,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda2008,2008,7404,1368431037,16238,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda2008,2008,6274,1368431037,16238,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda2008,2008,12782,1368431037,16238,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda2008,2008,8599,1368431037,16238,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda2008,2008,4158,1368431037,16238,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda2008,2008,1069,1368431037,16238,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda2009,2009,8199,1224253000,14335,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda2009,2009,6917,1224253000,14335,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda2009,2009,14629,1224253000,14335,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda2009,2009,8514,1224253000,14335,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda2009,2009,4793,1224253000,14335,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda2009,2009,1571,1224253000,14335,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda2009,2009,7489,1224253000,14335,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda2009,2009,6325,1224253000,14335,0,0
Antigua and Barbuda,male,35-54 years,Antigua and Barbuda2009,2009,12978,1224253000,14335,0,0
Antigua and Barbuda,male,5-14 years,Antigua and Barbuda2009,2009,8599,1224253000,14335,0,0
Antigua and Barbuda,male,55-74 years,Antigua and Barbuda2009,2009,4349,1224253000,14335,0,0
Antigua and Barbuda,male,75+ years,Antigua and Barbuda2009,2009,1042,1224253000,14335,0,0
Antigua and Barbuda,female,15-24 years,Antigua and Barbuda2012,2012,8435,1211411704,13657,0,0
Antigua and Barbuda,female,25-34 years,Antigua and Barbuda2012,2012,7215,1211411704,13657,0,0
Antigua and Barbuda,female,35-54 years,Antigua and Barbuda2012,2012,15193,1211411704,13657,0,0
Antigua and Barbuda,female,5-14 years,Antigua and Barbuda2012,2012,8401,1211411704,13657,0,0
Antigua and Barbuda,female,55-74 years,Antigua and Barbuda2012,2012,5512,1211411704,13657,0,0
Antigua and Barbuda,female,75+ years,Antigua and Barbuda2012,2012,1625,1211411704,13657,0,0
Antigua and Barbuda,male,15-24 years,Antigua and Barbuda2012,2012,7893,1211411704,13657,0,0
Antigua and Barbuda,male,25-34 years,Antigua and Barbuda2012,2012,6629,1211411704,13657,0,0
